Crash_Ref_Number,Crash_Severity,Crash_Month,Crash_Month_Num,Crash_Day_Of_Week,Crash_Day_Num,Crash_Hour,Crash_Nature,Crash_Type,Crash_Latitude,Crash_Longitude,Loc_Post_Code,Crash_Speed_Limit,Crash_Road_Surface_Condition,Crash_Atmospheric_Condition,Crash_Lighting_Condition,Crash_Road_Horiz_Align,Crash_Road_Vert_Align,Count_Unit_Car,DCA_Code,DCA_Description
145672,Medical treatment,September,9,Wednesday,3,19,Rear-end,Multi-Vehicle,-27.51654944,152.955586,4068,80 - 90 km/h,Sealed - Dry,Clear,Darkness - Lighted,Curved - view open,Level,3,04,Rear-end
145686,Minor injury,September,9,Saturday,6,10,Rear-end,Multi-Vehicle,-27.30955944,153.0317321,4036,80 - 90 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,2,04,Rear-end
145691,Medical treatment,September,9,Sunday,7,0,Hit object,Single Vehicle,-27.39333245,153.091942,4014,80 - 90 km/h,Sealed - Wet,Raining,Darkness - Lighted,Curved - view open,Level,1,19,Off Carriageway on Curve Hit Object
145722,Hospitalisation,October,10,Thursday,4,11,Angle,Multi-Vehicle,-27.40538345,153.091479,4008,100 - 110 km/h,Sealed - Wet,Raining,Daylight,Straight,Level,2,05,Lane Change
152135,Hospitalisation,April,4,Tuesday,2,4,Sideswipe,Multi-Vehicle,-27.46549145,153.114224,4173,100 - 110 km/h,Sealed - Dry,Clear,Dawn/Dusk,Curved - view open,Level,1,05,Lane Change
152137,Medical treatment,April,4,Tuesday,2,8,Sideswipe,Multi-Vehicle,-27.46602745,153.114778,4173,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Grade,1,05,Lane Change
152143,Medical treatment,April,4,Wednesday,3,7,Rear-end,Multi-Vehicle,-27.46661745,153.115456,4173,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,1,04,Rear-end
152155,Hospitalisation,March,3,Tuesday,2,18,Sideswipe,Multi-Vehicle,-27.33165345,153.05075,4017,100 - 110 km/h,Sealed - Dry,Clear,Darkness - Lighted,Straight,Level,2,05,Lane Change
152790,Hospitalisation,July,7,Sunday,7,22,Head-on,Multi-Vehicle,-27.40656145,153.096516,4008,80 - 90 km/h,Sealed - Dry,Clear,Darkness - Lighted,Curved - view open,Level,3,02,Head-on
152793,Minor injury,July,7,Saturday,6,13,Angle,Multi-Vehicle,-27.50454946,153.128208,4153,80 - 90 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,2,03,Opposing Vehicles Turning
152839,Medical treatment,March,3,Tuesday,2,21,Sideswipe,Multi-Vehicle,-27.33322245,153.050812,4018,100 - 110 km/h,Sealed - Wet,Raining,Darkness - Lighted,Curved - view open,Level,2,05,Lane Change
153175,Minor injury,July,7,Wednesday,3,19,Sideswipe,Multi-Vehicle,-27.29945444,153.0163691,4036,100 - 110 km/h,Sealed - Dry,Clear,Darkness - Lighted,Curved - view open,Grade,2,05,Lane Change
153178,Minor injury,July,7,Tuesday,2,6,Rear-end,Multi-Vehicle,-27.52967345,153.057087,4121,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,3,04,Rear-end
153215,Hospitalisation,April,4,Wednesday,3,18,Rear-end,Multi-Vehicle,-27.50909646,153.154915,4155,80 - 90 km/h,Sealed - Dry,Clear,Dawn/Dusk,Straight,Level,3,04,Rear-end
153240,Medical treatment,June,6,Monday,1,18,Rear-end,Multi-Vehicle,-27.30876344,153.0122021,4036,100 - 110 km/h,Sealed - Dry,Clear,Darkness - Lighted,Straight,Level,2,04,Rear-end
153514,Hospitalisation,April,4,Friday,5,16,Rear-end,Multi-Vehicle,-27.52471046,153.182099,4155,80 - 90 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Grade,3,04,Rear-end
153534,Minor injury,April,4,Tuesday,2,8,Sideswipe,Multi-Vehicle,-27.45556445,153.106607,4172,80 - 90 km/h,Sealed - Dry,Clear,Daylight,Straight,Grade,2,05,Lane Change
153550,Medical treatment,May,5,Sunday,7,16,Angle,Multi-Vehicle,-27.50972246,153.149543,4155,80 - 90 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Grade,2,03,Opposing Vehicles Turning
153579,Hospitalisation,May,5,Sunday,7,16,Rear-end,Multi-Vehicle,-27.56819447,153.250647,4164,80 - 90 km/h,Sealed - Dry,Clear,Daylight,Straight,Crest,3,04,Rear-end
153596,Medical treatment,May,5,Wednesday,3,15,Rear-end,Multi-Vehicle,-27.50818845,153.038591,4120,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Level,5,04,Rear-end
153619,Hospitalisation,June,6,Wednesday,3,5,Sideswipe,Multi-Vehicle,-27.57462444,152.952014,4076,100 - 110 km/h,Sealed - Dry,Clear,Dawn/Dusk,Straight,Level,1,05,Lane Change
153686,Hospitalisation,August,8,Friday,5,7,Rear-end,Multi-Vehicle,-27.55749145,153.110915,4123,80 - 90 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,1,04,Rear-end
153714,Minor injury,September,9,Sunday,7,1,Sideswipe,Multi-Vehicle,-27.52592945,153.055924,4121,100 - 110 km/h,Sealed - Wet,Clear,Darkness - Lighted,Curved - view open,Level,2,05,Lane Change
153715,Hospitalisation,September,9,Friday,5,14,Rear-end,Multi-Vehicle,-27.49204446,153.124516,4153,100 - 110 km/h,Sealed - Wet,Clear,Dawn/Dusk,Straight,Level,2,04,Rear-end
153789,Medical treatment,January,1,Friday,5,19,Angle,Multi-Vehicle,-27.62557547,153.287471,4165,80 - 90 km/h,Sealed - Dry,Clear,Darkness - Lighted,Straight,Level,2,03,Opposing Vehicles Turning
154132,Medical treatment,February,2,Tuesday,2,16,Rear-end,Multi-Vehicle,-27.49170746,153.124333,4153,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,3,04,Rear-end
154161,Minor injury,January,1,Tuesday,2,7,Rear-end,Multi-Vehicle,-27.58127844,152.935107,4076,80 - 90 km/h,Sealed - Wet,Clear,Daylight,Straight,Level,3,04,Rear-end
154197,Medical treatment,February,2,Tuesday,2,3,Hit object,Single Vehicle,-27.56128245,153.076584,4109,100 - 110 km/h,Sealed - Dry,Clear,Darkness - Lighted,Straight,Level,1,16,Off Carriageway on Straight Hit Object
154210,Hospitalisation,April,4,Thursday,4,16,Hit object,Single Vehicle,-27.50905946,153.147487,4155,80 - 90 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,1,16,Off Carriageway on Straight Hit Object
154309,Minor injury,August,8,Tuesday,2,16,Rear-end,Multi-Vehicle,-27.50890046,153.125265,4153,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,2,04,Rear-end
154335,Hospitalisation,September,9,Thursday,4,5,Sideswipe,Multi-Vehicle,-27.55132144,152.941105,4074,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,2,05,Lane Change
154349,Hospitalisation,September,9,Monday,1,13,Hit parked vehicle,Single Vehicle,-27.28290845,153.0649761,4017,80 - 90 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,2,21,Other
154369,Hospitalisation,June,6,Saturday,6,23,Overturned,Single Vehicle,-27.51531446,153.126139,4153,80 - 90 km/h,Sealed - Dry,Clear,Darkness - Not lighted,Straight,Crest,1,19,Off Carriageway on Curve Hit Object
154391,Medical treatment,October,10,Tuesday,2,8,Rear-end,Multi-Vehicle,-27.50887345,153.038612,4120,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Level,3,04,Rear-end
154726,Hospitalisation,January,1,Tuesday,2,6,Rear-end,Multi-Vehicle,-27.56253244,152.940971,4074,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,1,04,Rear-end
154727,Medical treatment,January,1,Thursday,4,5,Sideswipe,Multi-Vehicle,-27.47950644,152.976028,4066,80 - 90 km/h,Sealed - Wet,Clear,Daylight,Straight,Level,2,05,Lane Change
154731,Medical treatment,January,1,Thursday,4,7,Rear-end,Multi-Vehicle,-27.41096645,153.057517,4011,80 - 90 km/h,Sealed - Dry,Clear,Darkness - Lighted,Straight,Level,2,04,Rear-end
